date,network,daypart,viewers
201608,B,"S,Su 1:00 PM - 8:00 PM",480
201609,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",493
201609,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",862
201609,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",305
201609,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",462
201609,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",159
201609,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",285
201609,A,"M,T,W,R,F 6:00 AM - 10:00 AM",90
201609,B,"M,T,W,R,F 6:00 AM - 10:00 AM",131
201609,A,"M,T,W,R,F 10:00 AM - 1:00 PM",134
201609,B,"M,T,W,R,F 10:00 AM - 1:00 PM",261
201609,A,"M,T,W,R,F 1:00 PM - 4:00 PM",161
201609,B,"M,T,W,R,F 1:00 PM - 4:00 PM",329
201609,A,"M,T,W,R,F 4:00 PM - 6:00 PM",173
201609,B,"M,T,W,R,F 4:00 PM - 6:00 PM",387
201609,A,"M,T,W,R,F 6:00 PM - 8:00 PM",237
201609,B,"M,T,W,R,F 6:00 PM - 8:00 PM",511
201609,A,"S,Su 6:00 AM - 8:00 AM",86
201609,B,"S,Su 6:00 AM - 8:00 AM",0
201609,A,"S,Su 8:00 AM - 1:00 PM",162
201609,B,"S,Su 8:00 AM - 1:00 PM",326
201609,A,"S,Su 1:00 PM - 8:00 PM",228
201609,B,"S,Su 1:00 PM - 8:00 PM",476
201610,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",459
201610,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",887
201610,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",284
201610,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",456
201610,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",155
201610,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",267
201610,A,"M,T,W,R,F 6:00 AM - 10:00 AM",70
201610,B,"M,T,W,R,F 6:00 AM - 10:00 AM",109
201610,A,"M,T,W,R,F 10:00 AM - 1:00 PM",115
201610,B,"M,T,W,R,F 10:00 AM - 1:00 PM",225
201610,A,"M,T,W,R,F 1:00 PM - 4:00 PM",145
201610,B,"M,T,W,R,F 1:00 PM - 4:00 PM",319
201610,A,"M,T,W,R,F 4:00 PM - 6:00 PM",159
201610,B,"M,T,W,R,F 4:00 PM - 6:00 PM",374
201610,A,"M,T,W,R,F 6:00 PM - 8:00 PM",227
201610,B,"M,T,W,R,F 6:00 PM - 8:00 PM",465
201610,A,"S,Su 6:00 AM - 8:00 AM",85
201610,B,"S,Su 6:00 AM - 8:00 AM",0
201610,A,"S,Su 8:00 AM - 1:00 PM",160
201610,B,"S,Su 8:00 AM - 1:00 PM",310
201610,A,"S,Su 1:00 PM - 8:00 PM",229
201610,B,"S,Su 1:00 PM - 8:00 PM",512
201611,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",589
201611,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1052
201611,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",345
201611,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",501
201611,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",190
201611,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",296
201611,A,"M,T,W,R,F 6:00 AM - 10:00 AM",83
201611,B,"M,T,W,R,F 6:00 AM - 10:00 AM",124
201611,A,"M,T,W,R,F 10:00 AM - 1:00 PM",119
201611,B,"M,T,W,R,F 10:00 AM - 1:00 PM",251
201611,A,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201611,B,"M,T,W,R,F 1:00 PM - 4:00 PM",306
201611,A,"M,T,W,R,F 4:00 PM - 6:00 PM",164
201611,B,"M,T,W,R,F 4:00 PM - 6:00 PM",392
201611,A,"M,T,W,R,F 6:00 PM - 8:00 PM",251
201611,B,"M,T,W,R,F 6:00 PM - 8:00 PM",577
201611,A,"S,Su 6:00 AM - 8:00 AM",92
201611,B,"S,Su 6:00 AM - 8:00 AM",0
201611,A,"S,Su 8:00 AM - 1:00 PM",189
201611,B,"S,Su 8:00 AM - 1:00 PM",368
201611,A,"S,Su 1:00 PM - 8:00 PM",306
201611,B,"S,Su 1:00 PM - 8:00 PM",547
201612,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",532
201612,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1141
201612,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",348
201612,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",554
201612,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",177
201612,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",326
201612,A,"M,T,W,R,F 6:00 AM - 10:00 AM",89
201612,B,"M,T,W,R,F 6:00 AM - 10:00 AM",134
201612,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201612,B,"M,T,W,R,F 10:00 AM - 1:00 PM",248
201612,A,"M,T,W,R,F 1:00 PM - 4:00 PM",157
201612,B,"M,T,W,R,F 1:00 PM - 4:00 PM",312
201612,A,"M,T,W,R,F 4:00 PM - 6:00 PM",176
201612,B,"M,T,W,R,F 4:00 PM - 6:00 PM",413
201612,A,"M,T,W,R,F 6:00 PM - 8:00 PM",232
201612,B,"M,T,W,R,F 6:00 PM - 8:00 PM",591
201612,A,"S,Su 6:00 AM - 8:00 AM",101
201612,B,"S,Su 6:00 AM - 8:00 AM",0
201612,A,"S,Su 8:00 AM - 1:00 PM",198
201612,B,"S,Su 8:00 AM - 1:00 PM",436
201612,A,"S,Su 1:00 PM - 8:00 PM",272
201612,B,"S,Su 1:00 PM - 8:00 PM",628
201701,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",559
201701,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1273
201701,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",340
201701,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",583
201701,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",172
201701,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",323
201701,A,"M,T,W,R,F 6:00 AM - 10:00 AM",75
201701,B,"M,T,W,R,F 6:00 AM - 10:00 AM",162
201701,A,"M,T,W,R,F 10:00 AM - 1:00 PM",107
201701,B,"M,T,W,R,F 10:00 AM - 1:00 PM",305
201701,A,"M,T,W,R,F 1:00 PM - 4:00 PM",141
201701,B,"M,T,W,R,F 1:00 PM - 4:00 PM",373
201701,A,"M,T,W,R,F 4:00 PM - 6:00 PM",170
201701,B,"M,T,W,R,F 4:00 PM - 6:00 PM",433
201701,A,"M,T,W,R,F 6:00 PM - 8:00 PM",259
201701,B,"M,T,W,R,F 6:00 PM - 8:00 PM",639
201701,A,"S,Su 6:00 AM - 8:00 AM",83
201701,B,"S,Su 6:00 AM - 8:00 AM",184
201701,A,"S,Su 8:00 AM - 1:00 PM",173
201701,B,"S,Su 8:00 AM - 1:00 PM",424
201701,A,"S,Su 1:00 PM - 8:00 PM",289
201701,B,"S,Su 1:00 PM - 8:00 PM",675
201702,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",474
201702,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1147
201702,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",310
201702,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",529
201702,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",148
201702,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",294
201702,A,"M,T,W,R,F 6:00 AM - 10:00 AM",65
201702,B,"M,T,W,R,F 6:00 AM - 10:00 AM",171
201702,A,"M,T,W,R,F 10:00 AM - 1:00 PM",85
201702,B,"M,T,W,R,F 10:00 AM - 1:00 PM",267
201702,A,"M,T,W,R,F 1:00 PM - 4:00 PM",107
201702,B,"M,T,W,R,F 1:00 PM - 4:00 PM",351
201702,A,"M,T,W,R,F 4:00 PM - 6:00 PM",136
201702,B,"M,T,W,R,F 4:00 PM - 6:00 PM",426
201702,A,"M,T,W,R,F 6:00 PM - 8:00 PM",216
201702,B,"M,T,W,R,F 6:00 PM - 8:00 PM",627
201702,A,"S,Su 6:00 AM - 8:00 AM",92
201702,B,"S,Su 6:00 AM - 8:00 AM",180
201702,A,"S,Su 8:00 AM - 1:00 PM",148
201702,B,"S,Su 8:00 AM - 1:00 PM",437
201702,A,"S,Su 1:00 PM - 8:00 PM",268
201702,B,"S,Su 1:00 PM - 8:00 PM",643
201703,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",482
201703,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1102
201703,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",302
201703,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",577
201703,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",145
201703,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",338
201703,A,"M,T,W,R,F 6:00 AM - 10:00 AM",69
201703,B,"M,T,W,R,F 6:00 AM - 10:00 AM",176
201703,A,"M,T,W,R,F 10:00 AM - 1:00 PM",104
201703,B,"M,T,W,R,F 10:00 AM - 1:00 PM",266
201703,A,"M,T,W,R,F 1:00 PM - 4:00 PM",122
201703,B,"M,T,W,R,F 1:00 PM - 4:00 PM",332
201703,A,"M,T,W,R,F 4:00 PM - 6:00 PM",143
201703,B,"M,T,W,R,F 4:00 PM - 6:00 PM",388
201703,A,"M,T,W,R,F 6:00 PM - 8:00 PM",199
201703,B,"M,T,W,R,F 6:00 PM - 8:00 PM",599
201703,A,"S,Su 6:00 AM - 8:00 AM",56
201703,B,"S,Su 6:00 AM - 8:00 AM",223
201703,A,"S,Su 8:00 AM - 1:00 PM",143
201703,B,"S,Su 8:00 AM - 1:00 PM",448
201703,A,"S,Su 1:00 PM - 8:00 PM",258
201703,B,"S,Su 1:00 PM - 8:00 PM",636
201704,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",574
201704,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",999
201704,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",336
201704,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",518
201704,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",183
201704,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",310
201704,A,"M,T,W,R,F 6:00 AM - 10:00 AM",83
201704,B,"M,T,W,R,F 6:00 AM - 10:00 AM",162
201704,A,"M,T,W,R,F 10:00 AM - 1:00 PM",120
201704,B,"M,T,W,R,F 10:00 AM - 1:00 PM",245
201704,A,"M,T,W,R,F 1:00 PM - 4:00 PM",137
201704,B,"M,T,W,R,F 1:00 PM - 4:00 PM",297
201704,A,"M,T,W,R,F 4:00 PM - 6:00 PM",156
201704,B,"M,T,W,R,F 4:00 PM - 6:00 PM",371
201704,A,"M,T,W,R,F 6:00 PM - 8:00 PM",226
201704,B,"M,T,W,R,F 6:00 PM - 8:00 PM",511
201704,A,"S,Su 6:00 AM - 8:00 AM",75
201704,B,"S,Su 6:00 AM - 8:00 AM",192
201704,A,"S,Su 8:00 AM - 1:00 PM",165
201704,B,"S,Su 8:00 AM - 1:00 PM",352
201704,A,"S,Su 1:00 PM - 8:00 PM",281
201704,B,"S,Su 1:00 PM - 8:00 PM",531
201705,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",458
201705,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",916
201705,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",282
201705,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",509
201705,A,"M,T,W,R,F 10:00 AM - 1:00 PM",115
201705,B,"M,T,W,R,F 10:00 AM - 1:00 PM",240
201705,A,"M,T,W,R,F 1:00 PM - 4:00 PM",140
201705,B,"M,T,W,R,F 1:00 PM - 4:00 PM",293
201705,A,"M,T,W,R,F 4:00 PM - 6:00 PM",158
201705,B,"M,T,W,R,F 4:00 PM - 6:00 PM",365
201705,A,"S,Su 6:00 AM - 8:00 AM",92
201705,B,"S,Su 6:00 AM - 8:00 AM",216
201705,A,"S,Su 8:00 AM - 1:00 PM",142
201705,B,"S,Su 8:00 AM - 1:00 PM",397
201705,A,"S,Su 1:00 PM - 8:00 PM",230
201705,B,"S,Su 1:00 PM - 8:00 PM",517
201705,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",147
201705,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",322
201705,A,"M,T,W,R,F 6:00 AM - 10:00 AM",78
201705,B,"M,T,W,R,F 6:00 AM - 10:00 AM",162
201705,A,"M,T,W,R,F 6:00 PM - 8:00 PM",213
201705,B,"M,T,W,R,F 6:00 PM - 8:00 PM",470
201706,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",446
201706,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",855
201706,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",273
201706,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",520
201706,A,"M,T,W,R,F 10:00 AM - 1:00 PM",110
201706,B,"M,T,W,R,F 10:00 AM - 1:00 PM",256
201706,A,"M,T,W,R,F 1:00 PM - 4:00 PM",142
201706,B,"M,T,W,R,F 1:00 PM - 4:00 PM",307
201706,A,"M,T,W,R,F 4:00 PM - 6:00 PM",155
201706,B,"M,T,W,R,F 4:00 PM - 6:00 PM",345
201706,A,"S,Su 6:00 AM - 8:00 AM",80
201706,B,"S,Su 6:00 AM - 8:00 AM",197
201706,A,"S,Su 8:00 AM - 1:00 PM",151
201706,B,"S,Su 8:00 AM - 1:00 PM",368
201706,A,"S,Su 1:00 PM - 8:00 PM",229
201706,B,"S,Su 1:00 PM - 8:00 PM",508
201706,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",150
201706,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",319
201706,A,"M,T,W,R,F 6:00 AM - 10:00 AM",76
201706,B,"M,T,W,R,F 6:00 AM - 10:00 AM",176
201706,A,"M,T,W,R,F 6:00 PM - 8:00 PM",221
201706,B,"M,T,W,R,F 6:00 PM - 8:00 PM",475
201707,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",465
201707,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",998
201707,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",301
201707,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",570
201707,A,"M,T,W,R,F 10:00 AM - 1:00 PM",121
201707,B,"M,T,W,R,F 10:00 AM - 1:00 PM",318
201707,A,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201707,B,"M,T,W,R,F 1:00 PM - 4:00 PM",385
201707,A,"M,T,W,R,F 4:00 PM - 6:00 PM",163
201707,B,"M,T,W,R,F 4:00 PM - 6:00 PM",433
201707,A,"S,Su 6:00 AM - 8:00 AM",94
201707,B,"S,Su 6:00 AM - 8:00 AM",221
201707,A,"S,Su 8:00 AM - 1:00 PM",169
201707,B,"S,Su 8:00 AM - 1:00 PM",428
201707,A,"S,Su 1:00 PM - 8:00 PM",245
201707,B,"S,Su 1:00 PM - 8:00 PM",637
201707,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",158
201707,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",346
201707,A,"M,T,W,R,F 6:00 AM - 10:00 AM",86
201707,B,"M,T,W,R,F 6:00 AM - 10:00 AM",189
201707,A,"M,T,W,R,F 6:00 PM - 8:00 PM",230
201707,B,"M,T,W,R,F 6:00 PM - 8:00 PM",562
201708,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",432
201708,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",806
201708,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",265
201708,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",419
201708,A,"M,T,W,R,F 10:00 AM - 1:00 PM",91
201708,B,"M,T,W,R,F 10:00 AM - 1:00 PM",247
201708,A,"M,T,W,R,F 1:00 PM - 4:00 PM",124
201708,B,"M,T,W,R,F 1:00 PM - 4:00 PM",330
201708,A,"M,T,W,R,F 4:00 PM - 6:00 PM",151
201708,B,"M,T,W,R,F 4:00 PM - 6:00 PM",376
201708,A,"S,Su 6:00 AM - 8:00 AM",69
201708,B,"S,Su 6:00 AM - 8:00 AM",197
201708,A,"S,Su 8:00 AM - 1:00 PM",135
201708,B,"S,Su 8:00 AM - 1:00 PM",329
201708,A,"S,Su 1:00 PM - 8:00 PM",218
201708,B,"S,Su 1:00 PM - 8:00 PM",483
201708,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",127
201708,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",271
201708,A,"M,T,W,R,F 6:00 AM - 10:00 AM",60
201708,B,"M,T,W,R,F 6:00 AM - 10:00 AM",165
201708,A,"M,T,W,R,F 6:00 PM - 8:00 PM",215
201708,B,"M,T,W,R,F 6:00 PM - 8:00 PM",464
201709,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",404
201709,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",663
201709,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",257
201709,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",373
201709,A,"M,T,W,R,F 10:00 AM - 1:00 PM",103
201709,B,"M,T,W,R,F 10:00 AM - 1:00 PM",245
201709,A,"M,T,W,R,F 1:00 PM - 4:00 PM",128
201709,B,"M,T,W,R,F 1:00 PM - 4:00 PM",308
201709,A,"M,T,W,R,F 4:00 PM - 6:00 PM",144
201709,B,"M,T,W,R,F 4:00 PM - 6:00 PM",336
201709,A,"S,Su 6:00 AM - 8:00 AM",60
201709,B,"S,Su 6:00 AM - 8:00 AM",188
201709,A,"S,Su 8:00 AM - 1:00 PM",140
201709,B,"S,Su 8:00 AM - 1:00 PM",314
201709,A,"S,Su 1:00 PM - 8:00 PM",178
201709,B,"S,Su 1:00 PM - 8:00 PM",407
201709,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",126
201709,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",245
201709,A,"M,T,W,R,F 6:00 AM - 10:00 AM",66
201709,B,"M,T,W,R,F 6:00 AM - 10:00 AM",154
201709,A,"M,T,W,R,F 6:00 PM - 8:00 PM",201
201709,B,"M,T,W,R,F 6:00 PM - 8:00 PM",395
201710,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",461
201710,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",849
201710,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",283
201710,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",443
201710,A,"M,T,W,R,F 6:00 AM - 10:00 AM",76
201710,B,"M,T,W,R,F 6:00 AM - 10:00 AM",144
201710,A,"M,T,W,R,F 10:00 AM - 1:00 PM",104
201710,B,"M,T,W,R,F 10:00 AM - 1:00 PM",240
201710,A,"M,T,W,R,F 1:00 PM - 4:00 PM",134
201710,B,"M,T,W,R,F 1:00 PM - 4:00 PM",311
201710,A,"M,T,W,R,F 4:00 PM - 6:00 PM",139
201710,B,"M,T,W,R,F 4:00 PM - 6:00 PM",339
201710,A,"M,T,W,R,F 6:00 PM - 8:00 PM",210
201710,B,"M,T,W,R,F 6:00 PM - 8:00 PM",459
201710,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",153
201710,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",273
201710,A,"S,Su 6:00 AM - 8:00 AM",75
201710,B,"S,Su 6:00 AM - 8:00 AM",211
201710,A,"S,Su 8:00 AM - 1:00 PM",167
201710,B,"S,Su 8:00 AM - 1:00 PM",373
201710,A,"S,Su 1:00 PM - 8:00 PM",243
201710,B,"S,Su 1:00 PM - 8:00 PM",516
201711,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",542
201711,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",943
201711,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",314
201711,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",450
201711,A,"M,T,W,R,F 6:00 AM - 10:00 AM",80
201711,B,"M,T,W,R,F 6:00 AM - 10:00 AM",167
201711,A,"M,T,W,R,F 10:00 AM - 1:00 PM",104
201711,B,"M,T,W,R,F 10:00 AM - 1:00 PM",269
201711,A,"M,T,W,R,F 1:00 PM - 4:00 PM",135
201711,B,"M,T,W,R,F 1:00 PM - 4:00 PM",327
201711,A,"M,T,W,R,F 4:00 PM - 6:00 PM",174
201711,B,"M,T,W,R,F 4:00 PM - 6:00 PM",370
201711,A,"M,T,W,R,F 6:00 PM - 8:00 PM",228
201711,B,"M,T,W,R,F 6:00 PM - 8:00 PM",517
201711,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",161
201711,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",263
201711,A,"S,Su 6:00 AM - 8:00 AM",78
201711,B,"S,Su 6:00 AM - 8:00 AM",226
201711,A,"S,Su 8:00 AM - 1:00 PM",160
201711,B,"S,Su 8:00 AM - 1:00 PM",353
201711,A,"S,Su 1:00 PM - 8:00 PM",261
201711,B,"S,Su 1:00 PM - 8:00 PM",561
201712,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",501
201712,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",986
201712,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",283
201712,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",485
201712,A,"M,T,W,R,F 6:00 AM - 10:00 AM",76
201712,B,"M,T,W,R,F 6:00 AM - 10:00 AM",176
201712,A,"M,T,W,R,F 10:00 AM - 1:00 PM",110
201712,B,"M,T,W,R,F 10:00 AM - 1:00 PM",276
201712,A,"M,T,W,R,F 1:00 PM - 4:00 PM",143
201712,B,"M,T,W,R,F 1:00 PM - 4:00 PM",337
201712,A,"M,T,W,R,F 4:00 PM - 6:00 PM",179
201712,B,"M,T,W,R,F 4:00 PM - 6:00 PM",370
201712,A,"M,T,W,R,F 6:00 PM - 8:00 PM",243
201712,B,"M,T,W,R,F 6:00 PM - 8:00 PM",564
201712,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",144
201712,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",290
201712,A,"S,Su 6:00 AM - 8:00 AM",75
201712,B,"S,Su 6:00 AM - 8:00 AM",201
201712,A,"S,Su 8:00 AM - 1:00 PM",151
201712,B,"S,Su 8:00 AM - 1:00 PM",410
201712,A,"S,Su 1:00 PM - 8:00 PM",243
201712,B,"S,Su 1:00 PM - 8:00 PM",558
